scenario,time_h,rainfall_mm_h,fs,wetness_index,suction_kpa,pore_pressure_kpa,crack_water_head_m
Vegetated slope,9.0,24.0,1.8958315951432467,8.040455404086488,11.810032888104963,0.0,0.0
Vegetated slope,9.25,24.0,1.8851141865663894,8.459953704337636,11.227237190361498,0.0,0.0
Vegetated slope,9.5,24.0,1.8753079534900192,8.87497735605277,10.682260728956614,0.0,0.0
Vegetated slope,9.75,24.0,1.8631694413420077,9.285574088816277,10.172437830999094,0.08567222664488323,0.0
Vegetated slope,10.0,24.0,1.850457937311229,9.691791123096975,9.695311159818832,0.2075373369290924,0.0
Vegetated slope,10.25,24.0,1.8384830984429497,10.093675175678678,9.248614039179529,0.3281025527036034,0.0
Vegetated slope,10.5,24.0,1.8271787565006667,10.491272465032843,8.830254384126373,0.4473817395098528,0.0
Vegetated slope,10.75,24.0,1.81648581143083,10.884628716633896,8.438300083120174,0.5653886149901689,0.0
Vegetated slope,11.0,24.0,1.8063513929551227,11.273789168217872,8.070965691985183,0.6821367504653617,0.0
Vegetated slope,11.25,24.0,1.7967281302940221,11.658798574984951,7.726600314367776,0.7976395724954853,0.0
Vegetated slope,11.5,24.0,1.7875735150156766,12.039701214746515,7.403676556059521,0.9119103644239543,0.0
